# Language (id,label)
	LANGUAGE=thai,Thai
	ICON=Icons/thaiPC.png
	ORDER=0

# Font (Face, Base Size)
	FONT=K2D,64

# Done loading Meta Data
	BEGIN=true

# Auto-Saving
	AUTOSAVING_TITLE_NS=
		เกมนี้มีการบันทึกอัตโนมัติ 
	AUTOSAVING_DESC_NS=
		กรุณาอย่าปิดเครื่อง เมื่อไอคอนนี้ปรากฏขึ้น
		แปลภาษาไทยโดย zerlkung@modmycon
	AUTOSAVING_TITLE_PS4=
		เกมนี้มีการบันทึกอัตโนมัติ 
	AUTOSAVING_DESC_PS4=
		กรุณาอย่าปิดเครื่อง เมื่อไอคอนนี้ปรากฏขึ้น
		แปลภาษาไทยโดย zerlkung@modmycon
	AUTOSAVING_TITLE_XB1=
		เกมนี้มีการบันทึกอัตโนมัติ 
	AUTOSAVING_DESC_XB1=
		กรุณาอย่าปิดเครื่อง เมื่อไอคอนนี้ปรากฏขึ้น
		แปลภาษาไทยโดย zerlkung@modmycon
	AUTOSAVING_TITLE_PC=
		เกมนี้มีการบันทึกอัตโนมัติ 
	AUTOSAVING_DESC_PC=
		กรุณาอย่าปิดเครื่อง เมื่อไอคอนนี้ปรากฏขึ้น
		แปลภาษาไทยโดย zerlkung@modmycon

# Main Menu
	MENU_DEBUG=		~DEBUG~
		[BADELINE right scoff]
		I can keep digging.

		[BADELINE right angry]
		I could pull us down to the center of the earth.

		[MADELINE left sad]
		What would be the point?

		[MADELINE left together]
		{s 4}Let's climb out of here {.6}[MADELINE left togetherZoom]together.
		
		[BADELINE right yell]
		Come close to me and I'll make you regret it.

	CH6_BOSS_TIRED_A=
		[BADELINE right angry]
		I did you a favor.

	CH6_BOSS_TIRED_B=
		[BADELINE right yell]
		You aren't a {*}mountain climber.{/*}

	CH6_BOSS_TIRED_C=
		[BADELINE right yell]
		{*}I'm just trying to help you!{/*}

	CH6_BOSS_MIDDLE=
		[BADELINE right yell]
		None of this would have {*}happened{/*}{n}if you had {*}listened to me!{/*}

	CH6_BOSS_ENDING=
		[BADELINE right sigh flip]
		Fine.
		You win.

		{silent_trigger 0 Music starts}

		[BADELINE right worried flip]
		I guess you don't need me after all.

		[BADELINE right worriedAlt flip]
		If you want me to go away, I'll try.
		
		[MADELINE left distracted]
		That's not what I want.
		I need your help now more than ever.

		[MADELINE left sad]
		Please. Let's work together.

		[BADELINE right worried flip]
		Work together?

		[BADELINE right worriedAlt flip]
		You're joking, right?

		{trigger 1 Madeline puts hand on Badeline}

		[MADELINE left sad]
		It's okay to be scared.

		{trigger 2 Badeline calms down}

		[BADELINE right worried flip]
		...

	CH6_ENDING=
		[MADELINE left surprised]
		How did we do that?

		[MADELINE left normal]
		If we can climb like that, maybe{n}we can still reach the summit!
		
		[BADELINE right worriedAlt]
		You still want to climb the {+MOUNTAIN}?

		[BADELINE right worried]
		Why would we go back up there?

		{trigger 0 Old Lady enters right}

		[GRANNY right normal]
		It's good to see you two playing nice.

		[MADELINE left sad]
		Hey, thanks for talking some sense into me earlier.

		[GRANNY right normal]
		Don't mention it.
		I'm glad I can still be useful every now and then.

		{portrait none}
		{*}{+MADELINE}!!!{/*}

		{trigger 1 Theo enters left}
		
		[THEO left worried]
		{+MADELINE}! You're okay!

		[THEO left wtf]
		I ran down to help, but it looks like you're doing fine.
		
		[MADELINE right normal]
		Thanks, {+THEO}.

		[MADELINE right distracted]
		Honestly, maybe that fall was what I needed.
		
		{trigger 8 theo stops being tired}
		[THEO left wtf]
		Is this the {+PART_OF_YOU} that you were talking about?

		[THEO left excited]
		She's like an adorable goth {+MADELINE}!

		[BADELINE right angry]
		Hi.

		[MADELINE right sad]
		You were right, {+THEO}.
		I shouldn't be afraid of her.

		[MADELINE right normal]
		If her and I work together,{n}I think we can still finish the climb.

		[THEO left excited]
		That's so rad!

		[BADELINE right angry]
		Wait, {0.4}{*}no{/*}.

		[BADELINE right worried]
		...I didn't agree to this.

		{trigger 2 Madeline turns to the right}

		[BADELINE right worriedAlt]
		You said we'd talk about things first.

		[MADELINE left sad]
		You're right.
		I understand that you're scared.
		
		[MADELINE left distracted]
		But we both know that this is something we want to do.

		[MADELINE left normal]
		We have to try one last time.

		{trigger 7 Theo raises fist}

		[THEO left yolo]
		Yeah! You've got this!
		
		[BADELINE right worried]
		I don't know...

		[BADELINE right worriedAlt]
		We were so close, and then we, uh, fell...

		[BADELINE right worried]
		The {+MOUNTAIN} tore us apart.

		[MADELINE left upset]
		Yeah, that happened.

		[MADELINE left sad]
		But I have to believe we can put that behind us.
		I have to believe we're capable of this.

		{trigger 5 Wait a bit}

		[GRANNY right normal]
		It's not a bad idea.

		{trigger 3 badeline turns right}

		[GRANNY right normal]
		It'll still be difficult, mind you.
		But I'm amazed you got as far as{n}you did, butting heads like you were.
		I reckon you can make it if you cooperate.

		[BADELINE right worried flip]
		...

		{trigger 4 badeline turns left}

		[BADELINE right worriedAlt]
		Okay. 

		[BADELINE right worried]
		I'll try.

		{trigger 5 Wait a bit}

		[THEO left normal]
		Can I help?

		{trigger 6 Madeline turns to the left}

		[MADELINE right distracted]
		You've already done so much for me.

		[THEO left wtf]
		Let me hold your bag at least.

		[MADELINE right normal]
		Good idea.

		[MADELINE right determined]
		{>> 0.2}This won't take long.{>>}

# *** Chapter 07 ***

	CH7_HEIGHT_START=Ground Level
	CH7_HEIGHT_0={X} M
 	CH7_HEIGHT_1={X} M
	CH7_HEIGHT_2={X} M
	CH7_HEIGHT_3={X} M
	CH7_HEIGHT_4={X} M
	CH7_HEIGHT_5={X} M

	# Mountain Base -> Forsaken City
	CH7_ASCEND_0=
		[MADELINE left normal]
		We're getting the hang of that.

		[BADELINE right upset]
		If you say so...

		[MADELINE left determined]
		This mountain doesn't stand a chance.

		[BADELINE right worried]
		Stop jinxing it.

	# Forsaken City -> Old Site
	CH7_ASCEND_1=
		[MADELINE left normal]
		How are you feeling?

		[BADELINE right upset]
		I'm fine.

		[BADELINE right worried]
		I'm just {0.4}waiting for something to go wrong.

		[MADELINE left sad]
		No matter what happens,{n}I'll be right there with you.

		[BADELINE right worried]
		You know what's really scary?
		
		[BADELINE right upset]
		I'm starting to believe you.

	# Old Site -> Celestial Resort
	CH7_ASCEND_2=
		[BADELINE right normal]
		Nice job back there.

		[MADELINE left surprised]
		Look at you!

		[MADELINE left normal]
		{+ST_BAD}Ms\. Positivity{+END_BAD} over here.

		[MADELINE left determined]
		You're so supportive.

		[BADELINE right angry]
		Don't push your luck.
		
	# Celestial Resort -> Cliffside
	CH7_ASCEND_3=
		[MADELINE left distracted]
		I hope {+MROSHIRO} is okay.

		[BADELINE right angry]
		Why? He treated you like garbage.

		[MADELINE left sad]
		Yeah, but I still care about him.
		
		[MADELINE left upset]
		And you didn't have to snap at him like you did.

		[BADELINE right angry]
		Whatever.

		[MADELINE left sad]
		I mean it. You're way too aggressive.

		[BADELINE right angry]
		Well {~}you{/~} put too much energy into bad{n}people who will just end up hurting you.

		[MADELINE left distracted]
		{+MROSHIRO} isn't a bad person...

		[BADELINE right yell]
		He transformed into a {*}monster!{/*}
		He tried to {*}hurt{/*} you!

		[BADELINE right worriedAlt]
		And now you're defending him?

		[MADELINE left distracted]
		I'm not defending him...

		[MADELINE left sad]
		I'm on your side here.{n}I'm mad at him too.
		I might still be in that hotel{n}if you hadn't forced the issue.

		[MADELINE left distracted]
		...but I still hope he's alright.

		[BADELINE right worried]
		...

		[BADELINE right worriedAlt]
		Okay...
		...I'm sorry...

		[BADELINE right worried]
		...for snapping at {+MROSHIRO}.

		[MADELINE left distracted]
		Thanks. 
		
		[MADELINE left sad]
		It's in the past now.
		
	# Cliffside -> Temple
	CH7_ASCEND_4=
		[MADELINE left surprised]
		That was a close one.

		[BADELINE right worried]
		Yeah, I wasn't sure if we'd make it.

		[MADELINE left distracted]
		Maybe you were right.

		[MADELINE left sad]
		Maybe this {~}is{/~} too dangerous.

		[BADELINE right worried]
		...

		[BADELINE right angry]
		{*}No.{/*}
		I was wrong.
		We can climb this {+MOUNTAIN}.

		[BADELINE right normal]
		I've got your back...

		[BADELINE right worried]
		...and...

		[BADELINE right worriedAlt]
		...I believe in you.

		[MADELINE left sad]
		That means a lot to me.
		
	# Temple -> Summit
	CH7_ASCEND_5=
		[MADELINE left determined]
		This is it, the home stretch.

		[MADELINE left normal]
		We're so close.{n}We're going to make it!

		[BADELINE right worriedAlt]
		Yeah...

		[BADELINE right worried]
		...

		[MADELINE left sad]
		What's wrong?

		[BADELINE right worried]
		...I'm just...
		...

		[BADELINE right worriedAlt]
		...I'm sorry. 
		I was holding you back.

		[BADELINE right worried]
		I need to learn to trust you.

		[MADELINE left distracted]
		It's not your fault.
		I tried to leave you behind.
		And honestly, I've been trying to{n}leave you behind my entire life.

		[MADELINE left sad]
		{~}I'm{/~} sorry.
		I wish I tried to understand you sooner.
		I was too proud, or stubborn, or {*}something.{/*}

		[BADELINE right worriedAlt]
		We wasted so much time and energy.

		[BADELINE right worried]
		...

		[BADELINE right worriedAlt]
		At least we're finally talking about it.

		[MADELINE left sad]
		Yeah...

		[MADELINE left normal]
		I'm glad the {+MOUNTAIN} brought you out.
		I think we can move past this.
		If we can climb this {+MOUNTAIN} together,{n}we can do anything.
		
		[BADELINE right worried]
		What if we don't make it?

		[MADELINE left normal]
		I'd be okay with that.

		[BADELINE right worriedAlt]
		You would?

		[MADELINE left sad]
		Of course.
		
		[MADELINE left normal]
		I'm just glad we're trying.

		[MADELINE left sad]
		I really needed to do this.
		
		[BADELINE right upset]
		I'm finally starting to understand why.

		[BADELINE right normal]
		Let's finish it.

	CH7_ENDING=
		[BADELINE left normal]
		We actually did it.
		I can't believe it!

		[MADELINE right surprised flip]
		Wow! It's so beautiful!
		
		[MADELINE right normal flip]
		Look at how far we've come!

		{trigger 1 Madeline sits down}

		[BADELINE left normal]
		I'm glad I got to see this before I...

		[BADELINE left worriedAlt]
		Well, before I...

		[MADELINE right distracted flip]
		Oh, right.

		[MADELINE right sad flip]
		When we leave the {+MOUNTAIN}, you{n}won't be able to talk to me anymore...
		At least not like this.

		[BADELINE left worried]
		Yeah.

		[BADELINE left upset]
		I know that we need to go home eventually.
		But it'll be scary to lose this body.

		{trigger 2 Badeline moves beside Maddy as camera begins panning right}

		[MADELINE left sad]
		You'll still exist, though.
		You were {+PART_OF_ME} before we came here.

		[BADELINE left upset]
		Yeah, I know.
		But I'm gonna have to depend on you to listen to me.

		[BADELINE left worried]
		...even if I can't talk to you in person anymore.

		[BADELINE left worriedAlt]
		I just... can't go back to how it was before.
		Before the {+MOUNTAIN}.

		[MADELINE right sad flip]
		Don't worry, I can't go back to that either.
		I really want us to work together from now on.

		[BADELINE left upset]
		I believe you.

		[BADELINE left worriedAlt]
		...but I'm still nervous.

		{trigger 0 Wait a bit}
		
		[BADELINE left upset]
		So... now what?

		[MADELINE right distracted flip]
		...

		[MADELINE right normal flip]
		Let's just enjoy this for a bit.

	CH7_BSIDE_ASCEND=
		[BADELINE left freakA]
		That was amazing!

		[MADELINE right surprised]
		I can't believe we did that!

		[BADELINE left freakA]
		Nothing can stop us!

		[MADELINE right upset]
		You're scaring me right now.

	CH7_CSIDE_OLDLADY=
		[GRANNY right normal]
		It's hard to believe that it's over, isn't it?

		[GRANNY right laugh]
		Funny how we get attached to the struggle.

		[GRANNY right normal]
		Promise me that you'll take care of yourself, okay?

	CH7_CSIDE_OLDLADY_B=
		[GRANNY right normal]
		Well?
		What are you waiting for?

# *** Epilogue ***

	EP_CABIN=
		[GRANNY right normal]
		Welcome back.

		[THEO right excited]
		{+MADELINE}!
		Did you make it to the summit?
		
		{trigger 0 Badeline emerges}

		[MADELINE left normal]
		Yeah, we did.
		It was incredible.

		[GRANNY right normal]
		Beautiful, isn't it?

		[BADELINE left upset]
		I didn't think it would be worth it...

		[BADELINE left normal]
		But it totally was.

		[THEO right thinking]
		I should've given you my phone so{n}you could take {~}The Ultimate Selfie.{/~}

		{trigger 1 Fade out, hear knock on door, fade in and Oshiro enters}

		[OSHIRO left normal]
		Good evening, everyone.

		[BADELINE right angry]
		What are {~}you{/~} doing here?

		[OSHIRO left normal]
		A little bird told me there was to be a party.

		[OSHIRO left sidehappy]
		{+thought}RSVP-by-bird, positively magical!{+endthought}

		[OSHIRO left drama]
		But if I am unwelcome, I shall take my leave.

		[MADELINE right sad]
		Please stay, {+MROSHIRO}.

		[MADELINE right normal]
		It's good to see you.

		{trigger 2 Oshiro settles in}

		[GRANNY left normal]
		Y'know, this is the first time I've seen{n}you outside that hotel of yours, {+OSHIRO}.
		I'm glad you made it.
		{+MADELINE} here is baking us a pie with all{n}of the strawberries she's been collecting.

		[OSHIRO left normal]
		Oh, that's wonderful, {+MS_MADELINE}.

		[THEO right normal]
		I haven't had {# F94A4A}strawberry pie{#} since I was a kid.

		[THEO right excited]
		This is gonna be amazing!

		[BADELINE right scoff]
		Don't get your hopes up, she's not much of a baker.

		{trigger 3 Maddy Turns}

		[MADELINE left normal]
		You also said I wasn't a mountain climber.

		[BADELINE right worried]
		True.

		{trigger 3 Maddy Turns}

		[MADELINE right sad]
		I can't promise it'll live up to the hype, {+THEO}.

		[MADELINE right normal]
		But I tried my best.

	EP_PIE_START=
		[MADELINE right normal]
		So?
		How's it taste?

	EP_PIE_DISAPPOINTED=
		[THEO left wtf]
		I guess this is technically a pie...

		[OSHIRO left worried]
		Is this some kind of joke, {+MS_MADELINE}?

		[GRANNY left normal]
		Strawberry pies are supposed to{n}have strawberries in them, dear.

	EP_PIE_GROSSED_OUT=
		[THEO left wtf]
		{+MADELINE}, I super appreciate you baking for us...
		But I don't think I can eat this.

		[GRANNY left normal]
		It's the thought that counts.

		[BADELINE left angry]
		You people just can't appreciate good food.
		I'll eat all of it myself.

		[MADELINE right sad]
		You don't have to do that.

		[BADELINE left worried]
		Yeah... it was an empty threat.

	EP_PIE_OKAY=
		[OSHIRO left normal]
		The important thing is that you{n}tried your best, {+MS_MADELINE}.

		[BADELINE left angry]
		Who invited this guy?

		[THEO left thinking]
		Come on, it's really good.

		[GRANNY left normal]
		I've certainly had worse.

		[THEO left normal]
		Thanks for the pie, {+MADELINE}.

	EP_PIE_REALLY_GOOD=
		[GRANNY left normal]
		I'm impressed!
		This gives my baking a run for its money.

		[BADELINE left normal]
		Not bad.

		[THEO left excited]
		Holy crap!

		[THEO left normal]
		This is so tasty.

		[OSHIRO left normal]
		{+MS_MADELINE}, are you available to{n}cater our re-opening banquet?
		
		[THEO left excited]
		Can I take a slice home for {+ALEX}?
		She'll die when she tastes this.
		
	EP_PIE_AMAZING=
		[THEO left wtf]
		{+MADELINE}.

		[THEO left excited]
		This is the best thing I've ever tasted!

		[MADELINE right sad]
		Come on. Be honest.

		[GRANNY left normal]
		He's right, dear.
		This is delicious.

		[OSHIRO left normal]
		It's truly magnificent, {+MS_MADELINE}.

		[OSHIRO left worried]
		{~}A symphony for the taste buds!{/~}

		[BADELINE left scoff]
		Can I take partial credit for this?

		[MADELINE right normal]
		Wow, thanks everyone.
		I worked really hard for it.
		
# *** Appendix ***

	APP_INTRO=
		About a year later...

	APP_OLDLADY_A=
		[GRANNY right normal]
		Hey there, kiddo!
		Nice to see you again.

		{trigger 0}

		[GRANNY right normal flip]
		Here's the cave I told you about{n}on the phone.
		
		{silent_trigger 1}
		
		Follow me.

	APP_OLDLADY_B=
		[MADELINE left sad]
		What is this place?

		[GRANNY right normal]
		This passage leads to the center of the {+MOUNTAIN}.
		You said you wanted to come{n}back and explore deeper...

		{trigger 0 start laughing}

		[GRANNY right laugh]
		Doesn't get any deeper than this!

		{trigger 1 stop laughing}

		[GRANNY right normal]
		Be careful, though.
		When you get this close to the heart of the {+MOUNTAIN},{n}its power will start affectin' you differently.

		[MADELINE left sad]
		Yeah, I already noticed some of that...

		[GRANNY right normal]
		Good luck in there.

	APP_OLDLADY_C=
		[GRANNY right normal]
		Where's that other {+PART_OF_YOU}?

		[MADELINE left sad]
		I don't know... I expected her to show up by now.

		[MADELINE left distracted]
		Maybe I've changed, and{n}she's not {+PART_OF_ME} anymore.

		[GRANNY right normal]
		Or maybe you've grown together.
		Maybe it's not so easy for the{n}{+MOUNTAIN} to separate you now.
		I'd wager she's still with you, in some form.

		[MADELINE left normal]
		I like that theory better.

		[MADELINE left distracted]
		I still wish I could talk to her though.

	APP_OLDLADY_D=
		[GRANNY right normal]
		Do you keep in touch with {+THEO}?

		[MADELINE left normal]
		Yeah, he spent the summer in Vancouver.
		We got to spend some quality time together.

		[GRANNY right normal]
		What's he up to these days?

		[MADELINE left normal]
		He's back in California with his family now.
		He wants to be around while{n}his sister finishes law school.

		[MADELINE left sad]
		It sounds pretty intense, but he{n}wants to be there to support her.

		[GRANNY right normal]
		He seems like a nice young man.

	APP_OLDLADY_E=
		[MADELINE left normal]
		It's been a while. How've you been?

		[GRANNY right normal]
		Oh, same old same old.

		{trigger 0 start laughing}

		[GRANNY right laugh]
		And in my case, that's pretty old.

		{trigger 1 end laughing}

		[GRANNY right normal]
		I'm not gettin' any younger, that's for sure.
		Some days, just keeping the{n}lights on can take all my energy.
		The {+MOUNTAIN} still keeps me sharp, though.

		[GRANNY right mock]
		I'm not ready to give up the ghost anytime soon.

		[MADELINE left normal]
		I'd expect no less from you.

		[MADELINE left sad]
		Take care of yourself.

	APP_OLDLADY_LOCKED=
		[MADELINE left sad]
		That door up ahead won't budge.
		Is there another way in?

		[GRANNY right normal]
		I'm afraid not, dear.

		[GRANNY right mock]
		You think the {+MOUNTAIN} is gonna{n}start going easy on you now?

		[GRANNY right normal]
		I guess it doesn't think you're ready yet.

		[MADELINE left sad]
		Okay, {+CELESTE_MOUNTAIN} might be {~}weird and magical.{/~}

		[MADELINE left upset]
		But now you're telling me it can {~}"think",{/~} too?

		[GRANNY right normal]
		It doesn't think like you or me.
		It's like... how a river thinks to flow to the sea.
		You can make it sound crazy if you want.

		[MADELINE left upset]
		I know better than to doubt you.

		[MADELINE left sad]
		How do I convince it I'm ready?

		[GRANNY right normal]
		Heck if I know.
		I'd retrace my steps, and really pay attention.
		{+CELESTE_MOUNTAIN} must have more to teach you.

	APP_ENDING=
		...this is it?
		This is what's at the center of all of this?
		It's so empty... and vast...
		Yet it feels nostalgic somehow.
		And peaceful.

	CH9_GRAVESTONE=
		[MADELINE left sad]
		{+GRANNY}...
		[MADELINE left sadder]
		I can't believe you're gone, you old bat.

		[MADELINE left distracted]
		Well,{0.2} I guess I can.

		[MADELINE left sadder]
		It sounded like you were saying goodbye{n}in the last letter you sent me.

		{silent_trigger 0 Step Forward}
		
		[MADELINE left sadder]
		This isn't fair. I need you.

		[MADELINE left angry]
		You didn't prepare me for any of this.

		{trigger 1 Badeline Appears}

		[BADELINE left scoff]
		What do you want her to do, apologize?

		[BADELINE left upset]
		She's gone.

		[BADELINE left angry]
		And you didn't even go to the funeral.

		{trigger 2 Sit Down}

		[MADELINE left distracted]
		I know, I just... couldn't.

		[MADELINE left sadder]
		I fell apart.

		[MADELINE left sadder]
		I'm so sorry, {+GRANNY}.

		[BADELINE left angry]
		{~}Sorry{/~} won't bring her back.

		[MADELINE left sadder]
		You're right.

		[MADELINE left sad]
		It was selfish of me to come here.

	CH9_FLYING_TO_THE_MOON=
		[BADELINE right concerned]
		Where are we going, {+MADELINE}?

		[MADELINE left sad]
		We have to follow that bird.
		It's {+PART_OF_GRANNY}, just like you're {+PART_OF_ME}.
    
		[BADELINE right worried]
		I thought it was just her pet or something...

		[MADELINE left distracted]
		It {~}has{/~} to be more than that.

		[MADELINE left sad]
		That bird was always looking out for me{n}on the {+MOUNTAIN}, just like {+GRANNY} did.

		[BADELINE right concerned]
		{+MADELINE}... I hate to say it, but...

		[BADELINE right worriedAlt]
		You're in denial.

		[BADELINE right worried]
		It's just a bird.
    
		[MADELINE left upset]
		Just shut up and help me for once, okay?

	CH9_LANDING=
		[BADELINE left worried]
		Uh... we're really high up.

		{trigger 0 Badeline turns}

		[BADELINE left worriedAlt flip]
		The mountain looks like a molehill from here.

		{trigger 0 Badeline turns}

		[BADELINE left worried]
		We should really turn back.

		[MADELINE right upset]
		We don't have time to argue about this.

		[BADELINE left concerned]
		How are you even breathing up here?

		[MADELINE right sad]
		{+GRANNY} wants us to follow her.

		[MADELINE right distracted]
		We can't let her down again.

		[BADELINE left angryAlt]
		{~}...it's a bird,{/~} {+MADELINE}.

		[BADELINE left angry]
		{+GRANNY} is gone.

		[MADELINE right angry]
		You {*}really{/*} think that's just a regular bird?

		[MADELINE right sad]
		It's {+PART_OF_HER}, and it's still here somehow.

		[MADELINE right distracted]
		Maybe there's a way to bring her back.

		[MADELINE right sad]
		I have to do... something.

		[BADELINE left angryAlt]
		...
		I can't help you with this.

		[MADELINE right angry]
		Then {*}leave!{/*}

		{trigger 1 Badeline Vanishes}

		[MADELINE left determined]
		Don't worry, {+GRANNY}.
		I won't lose you.

	CH9_FAKE_HEART=
		[MADELINE left distracted]
		Wait, no...

		[MADELINE left sad]
		This can't be the end.

	CH9_KEEP_GOING=
		[MADELINE left sadder]
		{+GRANNY} is still out there somewhere.

		{trigger 0 Step Forward}

		[MADELINE left determined]
		Which means I need to keep going.

	CH9_MISS_THE_BIRD=
		[MADELINE left angry]
		{~}Hey!{/~}
		Don't you want me to help you?

		[MADELINE left sadder]
		...don't you want to see me again, {+GRANNY}?

		{trigger 0 stand up, face left }

		[MADELINE left sad flip]
		I don't understand.

		[MADELINE left distracted flip]
		Are you testing me?
		Are you just afraid to ask for help?

		[MADELINE left sadder flip]
		Maybe {+PART_OF_ME} was right.{n}Maybe it {~}is{/~} just a bird.
		...

		{trigger 1 take a step left}

		[MADELINE left sad flip]
		Unless...

		{trigger 2 take a step right}

		[MADELINE left surprised]
		The bird doesn't want me to save {+GRANNY}.
		
		{trigger 3 black hole flickers }

		[MADELINE left sadder]
		It's trying to stop me, just like {+PART_OF_ME}.
		I'm alone up here.

		{trigger 4 black hole flickers more, tiles to crack into the sci-fi one}

		[MADELINE left angry]
		Well, we don't need their help, right {+GRANNY}?

		[MADELINE left together]
		Don't worry, I won't give up on you!
		I'll catch that stupid bird and set you free.

	CH9_HELPING_HAND=
		[MADELINE left upset]
		I didn't ask for your help.
		
		[BADELINE right angryAlt]
		I know, but come on {+MADELINE}...
		Think this through.

		[BADELINE right angry]
		What's your endgame here?
    
		{trigger 0 Madeline faces away}

		[MADELINE left determined flip]
		All that matters is finding {+GRANNY}.
		Then maybe I can bring her home...

		[MADELINE left sadder flip]
		Even if the whole universe is against me.
		
		[BADELINE right worriedAlt]
		...

		[BADELINE right worried]
		Aren't you worried about getting lost up here?

		[MADELINE left angry flip]
		I'll figure it out.

		[BADELINE right worriedAlt]
		...

		[BADELINE right worried]
		Look, {+MADELINE}...

		[BADELINE right worriedAlt]
		We're in {~}space{/~} chasing a {~}mysterious bird{/~}.

		[BADELINE right upset]
		None of this is real.

		[BADELINE right concerned]
		You're dreaming.

		[MADELINE left sadder flip]
		...

		[BADELINE right concerned]
		...she's gone.

		[BADELINE right upset]
		It's time to wake up now.
		
		[MADELINE left sadder flip]
		But if we wake up, we'll never see {+GRANNY} again...

		{trigger 1 Madeline faces towards badeline}
		
		[MADELINE left angry]
		I can't believe you want her to disappear forever!
		You're always so {*}selfish{/*}.    

		[BADELINE right angry]
		...
		
		[BADELINE right angryAlt]
		First of all, it's a {~}bird{/~}.
		We don't {~}know{/~} that it's her.
		
		[BADELINE right yell]
		And {*}second{/*} of all...
		...

		[BADELINE right sigh]
		...we need to take a step back here.
		
		{trigger 2 Madeline steps towards badeline}

		[MADELINE left angry]
		No, {!}{*}you{/*}{/!} need to take a step back.
		{*}I'm doing this.{/*}

		[MADELINE left sad]
		With or without you. 
		I'm done letting you hold me back.

		[MADELINE left sadder]
		{+GRANNY} needs me.
		
		[BADELINE right simple_sigh]
		Okay.
		Good luck.
		
	CH9_CATCH_THE_BIRD=
		[MADELINE left surprised]
		Got you! Finally!

		[MADELINE left angry]
		Now where's {+GRANNY}!?

		{trigger 0 bird looks hurt}

		[MADELINE left angry]
		...

		[MADELINE left surprised]
		Oh no. 
		Are you okay?

		{trigger 1 bird squaks}
		
		[MADELINE left sad]
		I'm sorry, I didn't mean to hurt you.
		
		{trigger 2 approach bird, it moves away}
		
		[MADELINE left sad]
		Wait! Please don't leave.
		
		{trigger 3 bird flys out of the camera}
		
		[MADELINE left sadder]
		At least tell me...
		You're {+PART_OF_GRANNY}, right?
		If you have to go, then...

		[MADELINE left sad]
		Take me with you.
		
		{trigger 4 badeline appears}
    
		[BADELINE right yell]
		{+MADELINE}, stop!

		[BADELINE right concerned]
		You can't go with her.
		
		[MADELINE left angry]
		Shut up!
		You couldn't force me to give up on the {+MOUNTAIN}.
		And you can't force me to give up on {+GRANNY}.

		[MADELINE left sadder]
		{*}Go away.{/*}
		
		[BADELINE right concerned]
		...

		[BADELINE right worried]
		I'm not forcing you.

		[BADELINE right concerned]
		I'm asking you.

		{trigger 5 Wait a beat}

		[BADELINE right worriedAlt]
		I miss {+GRANNY} too.
		She meant a lot to both of us.

		[MADELINE left sad]
		Then why is it so easy for you to leave her behind?

		[BADELINE right worriedAlt]
		It's {~}not{/~} easy.

		[BADELINE right worried]
		Maybe I pushed us to get over it too quickly...

		[BADELINE right concerned]
		But this isn't healthy either.
		I just want us to survive this.

		{trigger 6 Madeline sits}
		
		[MADELINE left sadder flip]
		...
		I know she's gone.
		And this is just a dream.
		Catching this bird won't bring her back.
		
		{trigger 7 badeline hugs madeline}
		
		[BADELINE left concerned]
		I'm so sorry, {+MADELINE}.
		
		[BADELINE left concerned]
		Let's wake up, and we'll face this together.
		
		[MADELINE right sadder]
		...

		[MADELINE right distracted]
		No.

		[MADELINE right sad]
		Not yet.

		{trigger 8 stand up}

		[MADELINE right sad]
		I want to set things right first.
    
		[BADELINE left upset]
		What do you mean?
		
		[MADELINE right sad]
		The bird, it's trapped here because of me.
		
		{trigger 9 shift camera over to the bird}
		
		[MADELINE right sad flip]
		We need to help it escape before we leave.
		{+GRANNY} wouldn't want it to be stuck like this.
		
		[BADELINE left concerned]
		You're right. 

		[BADELINE left normal]
		Let's do it.

		[BADELINE left upset]
		But as soon as we’re done,{n}we need to wake up.

		[BADELINE left worried]
		This place is so {*}weird{/*}.{n}I want to go home.

	CH9_LAST_ROOM=
		[BADELINE right normal]
		This is it! We're almost out of here.

		[MADELINE left determined]
		Let's do this, for {+GRANNY}.

	CH9_LAST_ROOM_ALT=
		[BADELINE right concerned]
		Are you alright, {+MADELINE}?

		[MADELINE left sad]
		We're so close, but it feels impossible...

		[BADELINE right upset]
		Come on, just a few more tries.

		[BADELINE right normal]
		We can do this.

	CH9_LAST_BOOST=
		[BADELINE right normal]
		Say goodbye to her for me.

	CH9_FAREWELL=
		[MADELINE left normal]
		{+GRANNY}!

		[GRANNY right normal]
		Hey there, kiddo.
		
		[MADELINE left normal]
		It's so great to see you.
		I didn't know what to do without you.

		[MADELINE left sad]
		...
		But you aren't real...

		[MADELINE left sadder]
		This is just a dream.
		
		[GRANNY right normal]
		So what?
